uuid	legacy_id	short_name	name	entry_date	types_uuids	layers_uuids	types_labels	layers_labels
ece9512e-cd28-58b1-91e4-8a649360fe83		Ex	Exorcism	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0""]"	"[""Other""]"	"[""Sacramentary/Collectary""]"
7b9d2024-3b1e-5c4d-a481-3006d04ef709		Pf	Preface, i.e. invitation to prayer	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0""]"	"[""Other""]"	"[""Sacramentary/Collectary""]"
2689b7ac-59c8-5f86-946b-efa40e8fbdaa		Alloc	Allocution	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0""]"	"[""Other""]"	"[""Sacramentary/Collectary""]"
d92afa21-b594-53cc-b84b-56d5ac348602		Lit	Litany	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""c5f3f419-67d7-5c5d-85a2-602ed238ffaa""]"	"[""Other""]"	"[""Gradual/Antiphonal""]"
88066a13-3dae-5975-9175-ac75215e9b4b		Abs	Absolution	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0""]"	"[""Other""]"	"[""Sacramentary/Collectary""]"
acdfa7eb-39e8-5fd4-ae34-119718f4b58b		Ben	Blessing (not triple pontifical)	2026-04-27T09:21:00.013070+00:00	"[""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0""]"	"[""Other""]"	"[""Sacramentary/Collectary""]"
4e7806fb-646d-5c56-8184-aad1175c47cc		Lec	Biblical Reading	2026-04-27T09:21:00.013070+00:00	"[""d73421c6-ff78-5b2d-bfcd-c20d72c54082"", ""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""8a4077b5-9979-5af3-a14f-24d3ed4f45ea""]"	"[""Office"", ""Other""]"	"[""Lectionary""]"
434d0d12-ea92-54ba-8f29-f0fbf438c374		Ser	Sermon	2026-04-27T09:21:00.013070+00:00	"[""d73421c6-ff78-5b2d-bfcd-c20d72c54082"", ""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""8a4077b5-9979-5af3-a14f-24d3ed4f45ea""]"	"[""Office"", ""Other""]"	"[""Lectionary""]"
9a169969-e815-57fe-b334-c86542e1a784		Leg	Legend	2026-04-27T09:21:00.013070+00:00	"[""d73421c6-ff78-5b2d-bfcd-c20d72c54082"", ""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""8a4077b5-9979-5af3-a14f-24d3ed4f45ea""]"	"[""Office"", ""Other""]"	"[""Lectionary""]"
3a91f49a-388f-5cd5-bea0-a4f90e9ac634		Hom	Homily	2026-04-27T09:21:00.013070+00:00	"[""d73421c6-ff78-5b2d-bfcd-c20d72c54082"", ""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""8a4077b5-9979-5af3-a14f-24d3ed4f45ea""]"	"[""Office"", ""Other""]"	"[""Lectionary""]"
5b287831-28e6-57ba-a4cb-96f2053bb217		Cap	Chapter	2026-04-27T09:21:00.013070+00:00	"[""d73421c6-ff78-5b2d-bfcd-c20d72c54082"", ""3f8ff2c7-a2b5-59c3-aeed-efdfaad3c3d1""]"	"[""2eb31b98-98f0-5799-b58b-1c82e72356c0"", ""8a4077b5-9979-5af3-a14f-24d3ed4f45ea""]"	"[""Office"", ""Other""]"	"[""Sacramentary/Collectary"", ""Lectionary""]"
38b690a7-926d-58a0-9e83-c199bcde57be		Rub	Rubric	2026-04-27T09:21:00.013070+00:00	[]	"[""c909ccd5-d4aa-54ef-8ecf-67df08b21ab3""]"	[]	"[""Rubric""]"
